name,eigen_centrality,betweenness_centrality,degree_centrality,closeness_centrality,pagerank,hub,authority,degree,weighted_degree,louvain,leiden,girvan_newman,spectral
Pomona Sprout,0.0007462680974901415,0.07947072296979926,0.0898876404494382,0.5028248587570622,0.0019591981198707805,0.0002381900099913164,0.0002381900099913205,8,8,0,0,0,0
Derek,8.673611249696073e-05,0.0012884250722606189,0.02247191011235955,0.40454545454545454,0.0017257983343319475,2.7684329865264706e-05,2.7684329865263866e-05,2,2,2,2,0,0
Wendelin the Weird,0.00024719627399037535,0.0034317990204098476,0.02247191011235955,0.47593582887700536,0.0017589014907690808,7.889715107098401e-05,7.889715107098421e-05,2,2,1,1,0,0
Marjorie Dursley,0.00024719627399037535,0.0034317990204098476,0.02247191011235955,0.47593582887700536,0.0017589014907690808,7.889715107098401e-05,7.889715107097962e-05,2,2,1,1,0,0
Mrs Norris,0.00026745736315323694,0.030733499289121297,0.0449438202247191,0.483695652173913,0.0018965978481401025,8.536398598066872e-05,8.536398598066874e-05,4,4,2,2,0,0
Hannah Abbott,6.527410937349234e-05,0.0006596867551923731,0.02247191011235955,0.39555555555555555,0.0017732424015237367,2.08340879997625e-05,2.0834087999760454e-05,2,2,0,0,0,1
Fubster,1.15130332245264e-05,0.02247191011235955,0.02247191011235955,0.3423076923076923,0.0017917979742654586,3.674798252086452e-06,3.6747982520864587e-06,2,2,3,5,0,0
Sorting Hat,0.00020677300018846369,0.0,0.011235955056179775,0.41203703703703703,0.0016935271850706786,6.599745968491463e-05,6.599745968491619e-05,1,1,1,1,3,0
Ernest Prang,1.2777166247514542e-05,0.0,0.011235955056179775,0.3662551440329218,0.001703078767143209,4.078187251520953e-06,4.0781872515324184e-06,1,1,2,2,4,0
Cuthbert Binns,0.0005138577654433684,0.016785209565619498,0.033707865168539325,0.483695652173913,0.0017503247498272863,0.00016400974583882864,0.00016400974583882016,3,3,2,2,0,0
Charles Weasley,0.0004814259757312825,0.02718956949039824,0.0449438202247191,0.49171270718232046,0.001808395908831916,0.0001536581923034422,0.00015365819230344632,4,4,0,0,0,1
Bathilda Bagshot,0.00024074141364529932,0.0,0.011235955056179775,0.4708994708994709,0.0016958721328247332,7.683687045839721e-05,7.683687045839743e-05,1,1,1,1,5,0
Bilius,0.0004156478001566206,0.0035394259397645935,0.02247191011235955,0.4320388349514563,0.0017204072540902503,0.00013266576184783153,0.00013266576184783226,2,2,1,1,0,0
Binky,5.846683596166833e-06,0.0009723125019345654,0.02247191011235955,0.3423076923076923,0.001788834839141449,1.866110435245459e-06,1.8661104352471679e-06,2,2,3,4,0,0
