name,eigen_centrality,betweenness_centrality,degree_centrality,closeness_centrality,pagerank,hub,authority,degree,weighted_degree,louvain,leiden,girvan_newman,spectral
Albus Dumbledore,0.05300367863336536,0.040117935825927806,0.3157894736842105,0.555212872946698,0.017917726102172248,0.016599872396052887,0.01659987239605289,30,351,2,2,0,0
Severus Snape,0.06803096301851427,0.00936530078305289,0.24210526315789474,0.5347755892799483,0.014361375751358188,0.021305959052861492,0.02130595905286148,23,301,0,0,0,0
Myrtle Warren,0.050604294077194516,0.0,0.10526315789473684,0.4924769550996135,0.010665992927627497,0.015848352122751822,0.015848352122751815,10,193,0,0,0,0
Salazar Slytherin,0.03890335257107126,0.04522319418448237,0.3368421052631579,0.5734764542936288,0.011020368547242986,0.01218388381482624,0.012183883814826246,32,209,3,3,0,0
Argus Filch,0.040041242029352754,0.011088561813905818,0.18947368421052632,0.518859649122807,0.008765250788741697,0.012540241588200995,0.012540241588201006,18,169,0,0,0,0
Minerva McGonagall,0.04862269632796537,0.05902632150048763,0.2631578947368421,0.5482290632240979,0.011180340820877056,0.015227717257818296,0.015227717257818293,25,219,0,0,0,0
Vernon Dursley,0.02583396046506984,0.006631294548427808,0.10526315789473684,0.47374141876430204,0.007051294085843799,0.00809082907701546,0.008090829077015473,10,114,4,4,0,0
Percy Weasley,0.0505580841153687,0.06401935951757928,0.28421052631578947,0.5482290632240979,0.017213494155508446,0.01583380729841517,0.01583380729841517,27,313,1,1,0,0
Sorting Hat,0.024974791965804575,0.02333897613249921,0.12631578947368421,0.4952751196172249,0.006433931303935008,0.007821732375259308,0.007821732375259322,12,101,0,0,0,0
Oliver Wood,0.02320518863099384,0.05673305141656683,0.18947368421052632,0.5038637055065409,0.009756922088690187,0.007267532880310935,0.0072675328803109476,18,136,1,1,0,0
Lucius Malfoy,0.026681754676129224,0.007400361902173378,0.15789473684210525,0.5097568482610034,0.00969132247595495,0.008356289324981928,0.008356289324981931,15,187,2,2,0,0
Molly Weasley,0.02649829134710428,0.0020933266062045457,0.14736842105263157,0.5067931456548348,0.0072419857547274865,0.008298820404740389,0.008298820404740389,14,134,1,1,0,0
Godric Gryffindor,0.026461600875738966,0.011776518610445368,0.24210526315789474,0.5380766731643924,0.008042194649726345,0.00828731254123142,0.00828731254123141,23,137,1,1,0,0
Fawkes,0.01847350098523794,0.0038965555485166213,0.09473684210526316,0.4842690058479532,0.00458308846534345,0.005785630581755248,0.005785630581755253,9,73,0,0,0,0
Gregory Goyle,0.03120349773085424,0.011838386617993392,0.1368421052631579,0.5009679370840895,0.009146501215031185,0.009772332261762703,0.0097723322617627,13,179,3,3,0,0
Vincent Crabbe,0.0205622968838942,0.007929164131428733,0.12631578947368421,0.4924769550996135,0.007032646037484224,0.00643968681322885,0.006439686813228844,12,130,3,3,0,0
Fang,0.02709097621144841,0.006291730586933385,0.08421052631578947,0.4842690058479532,0.0058997182651136446,0.008484390516368602,0.008484390516368599,8,103,2,0,0,0
Colin Creevey,0.020538971953850158,0.01737264262122205,0.19999999999999998,0.5219665931295304,0.006200612508769073,0.006432474617826099,0.006432474617826105,19,109,1,1,0,0
Justin Finch-Fletchley,0.015581317494570548,0.11662232856053559,0.16842105263157894,0.5127554179566564,0.004669171736953256,0.004879849376582682,0.004879849376582686,16,64,0,0,0,0
Dudley Dursley,0.01396319559952588,0.007896320902381111,0.09473684210526316,0.4763301696865114,0.004977232810363453,0.004373070216288881,0.004373070216288887,9,66,4,4,0,0
Hedwig,0.0160853142420541,0.001104178886933646,0.05263157894736842,0.46366181410974244,0.003656621918434892,0.005037653874041122,0.0050376538740411194,5,52,0,0,0,0
Neville Longbottom,0.017423372379360105,0.03076981242121879,0.16842105263157894,0.5067931456548348,0.006525526522230611,0.005456696269151358,0.0054566962691513544,16,79,0,0,0,0
Borgin,0.011545133858650134,0.0,0.031578947368421054,0.45878116343490305,0.0029622118229897373,0.0036157712735498133,0.003615771273549815,3,35,0,0,0,0
Petunia Dursley,0.011129573249559665,0.031145086046590335,0.10526315789473684,0.48697441928844454,0.005683084358666296,0.003485621574216778,0.0034856215742167574,10,73,4,4,0,0
Poppy Pomfrey,0.015845358708705497,0.012648747259444842,0.12631578947368421,0.4952751196172249,0.00445293834595073,0.004962482287723472,0.004962482287723469,12,70,0,0,0,0
Mrs Norris,0.013101238810390523,0.021368064755817453,0.12631578947368421,0.4952751196172249,0.0052130989801743195,0.004103061736455885,0.0041030617364558875,12,86,2,2,0,0
Peeves,0.0062873429126679686,0.031937290033594634,0.08421052631578947,0.46614128905150576,0.0038517910316899404,0.0019691064521807013,0.0019691064521807056,8,41,0,0,0,0
Marcus Flint,0.008178997822520278,0.007779368591828072,0.11578947368421053,0.4952751196172249,0.004186609828083598,0.002561527124805055,0.0025615271248050553,11,55,1,1,0,0
Dean Thomas,0.010507845101084249,0.0,0.09473684210526316,0.4897102306327617,0.004285119013548499,0.003290854550584314,0.003290854550584313,9,55,0,0,0,0
Cuthbert Binns,0.006453250804135146,0.009330439981340173,0.07368421052631578,0.48159348647862754,0.002707035436032683,0.002021034080136235,0.0020210340801362324,7,28,0,0,0,0
Arthur Weasley,0.0068356858290347,0.004591226435762025,0.1368421052631579,0.4981052631578947,0.0034636340484746403,0.002140818489338999,0.002140818489338995,13,42,1,1,0,0
Seamus Finnigan,0.006230586448844032,0.002472287213306977,0.10526315789473684,0.4897102306327617,0.0037863821890646962,0.001951290833828887,0.0019512908338288843,10,44,0,0,0,0
Father Christmas,0.009226934810667789,0.012327389688114134,0.14736842105263157,0.4897102306327617,0.004049504542113756,0.002889692926769906,0.002889692926769898,14,58,3,3,0,0
Errol,0.0068739962141527965,0.003707074704304622,0.06315789473684211,0.4711806543385491,0.0026286594053875905,0.002152804709447434,0.0021528047094474248,6,26,0,0,0,0
Millicent Bulstrode,0.006032090093306436,0.003029065627608128,0.08421052631578947,0.4711806543385491,0.002721690601845079,0.0018891259545703602,0.0018891259545703615,8,28,0,0,0,0
Helga Hufflepuff,0.004885716311840225,0.045177354401159095,0.1368421052631579,0.48697441928844454,0.004323037048397498,0.0015301229267769235,0.001530122926776923,13,33,1,1,0,0
Wagga Wagga Werewolf,0.0011408150476347881,0.0,0.021052631578947368,0.45878116343490305,0.0020316440912140953,0.00035728033772183804,0.00035728033772183793,2,10,0,0,0,0
Cornelius Fudge,0.0017134745488620732,0.01204161535628501,0.06315789473684211,0.46614128905150576,0.0026709082269134026,0.0005366217507840806,0.0005366217507840799,6,25,2,2,0,0
Mason,0.001154046287417156,0.0,0.042105263157894736,0.4516498500136351,0.002690807457398294,0.00036142995787629307,0.00036142995787629556,4,19,4,4,0,0
Penelope Clearwater,0.0007133804747201328,0.0,0.05263157894736842,0.45878116343490305,0.002755615307106115,0.00022341811259727392,0.00022341811259727687,5,19,1,1,0,0
Rowena Ravenclaw,0.0027948734527900973,0.000577240974777369,0.11578947368421053,0.48159348647862754,0.004206080183302076,0.0008753051633329193,0.0008753051633329202,11,40,1,1,0,0
Pomona Sprout,0.005103184981491621,0.012206133290296668,0.12631578947368421,0.4981052631578947,0.003092442044908164,0.0015982194973158273,0.0015982194973158195,12,32,0,0,0,0
Lee Jordan,0.0021997864406106773,0.027284996178812547,0.11578947368421053,0.4842690058479532,0.002624781781598343,0.0006889328625046284,0.0006889328625046309,11,22,1,1,0,0
Filius Flitwick,0.0036874180666725776,0.044830483738804036,0.12631578947368421,0.4952751196172249,0.004089028079962154,0.0011548168851340174,0.0011548168851340172,12,23,0,0,0,0
Aragog,0.0031967200491325723,0.0,0.031578947368421054,0.45878116343490305,0.0021051086536482875,0.0010011559338124658,0.0010011559338124678,3,13,2,2,0,0
Rolanda Hooch,0.0018776009520332089,0.0010595880416709085,0.06315789473684211,0.46366181410974244,0.0023526790666526815,0.0005880375379250729,0.0005880375379250684,6,14,1,1,0,0
Chudley Cannons,0.0024663621757157364,0.004319931033256901,0.031578947368421054,0.45878116343490305,0.0018720638290087481,0.0007724104010879913,0.0007724104010879904,3,8,0,0,0,0
Perkins,0.0022615753890501424,0.0,0.021052631578947368,0.4516498500136351,0.0018340078554482048,0.0007082754977758573,0.000708275497775857,2,7,0,0,0,0
Hannah Abbott,0.002027508173753796,0.0,0.021052631578947368,0.4516498500136351,0.0018018902875473189,0.0006349842738907239,0.0006349842738907212,2,6,0,0,0,0
Irma Pince,0.002492652236025374,0.0,0.042105263157894736,0.4612085769980506,0.0019498374587160004,0.000780646800873757,0.0007806468008737613,4,10,0,0,0,0
Veronica Smethley,0.0014584422120085,0.0,0.021052631578947368,0.45878116343490305,0.0017711030892657866,0.0004567635423977002,0.0004567635423976998,2,5,0,0,0,0
Patrick Delaney-Podmore,0.001369733126907624,0.0,0.010526315789473684,0.44473684210526315,0.0017234467099631983,0.0004289818907265673,0.00042898189072658395,1,4,0,0,4,0
Olive Hornby,0.00015516042333593277,0.0,0.021052631578947368,0.35578947368421054,0.0017903114519415002,4.859276922555768e-05,4.859276922555561e-05,2,5,0,0,0,0
Alicia Spinnet,0.0005105024106773244,0.025753306323295127,0.06315789473684211,0.4612085769980506,0.0026115452921778655,0.0001598808625661928,0.00015988086256619276,6,9,1,1,0,0
Angelina Johnson,0.0009680248529980527,0.0,0.06315789473684211,0.4612085769980506,0.003239509261344472,0.00030316983098352656,0.00030316983098352515,6,13,1,1,0,0
William Weasley,0.0012760744884142447,0.020625510737284802,0.08421052631578947,0.4711806543385491,0.0027082820474456835,0.0003996431587574162,0.00039964315875741567,8,14,1,1,0,0
Charles Weasley,0.001127791650988691,0.0,0.042105263157894736,0.4540021929824561,0.0023122388502182247,0.00035320834471778143,0.00035320834471778273,4,9,1,1,0,0
Ernest Macmillan,0.0010385315950271498,0.020685921021867275,0.042105263157894736,0.4540021929824561,0.0037654535637833106,0.00032525392449008226,0.00032525392449008183,4,8,1,1,1,0
Armando Dippet,0.0009803609234616652,0.0,0.042105263157894736,0.45878116343490305,0.0019490632342553079,0.0003070325197467491,0.00030703251974675117,4,9,2,2,0,0
Bandon Banshee,0.0002661272553026274,0.0,0.010526315789473684,0.3806481268673868,0.0017054691379077653,8.334495501339872e-05,8.334495501339906e-05,1,3,0,0,0,0
Mafalda Hopkirk,0.000684866563453812,0.0,0.010526315789473684,0.44473684210526315,0.001642973354981599,0.00021449094536328366,0.0002144909453632881,1,2,0,0,5,0
Peter Pettigrew,0.0010428410720027142,0.04309110663681995,0.042105263157894736,0.45878116343490305,0.001765919540551352,0.000326595428540148,0.00032659542854016494,4,5,3,3,0,0
Katie Bell,1.3755884110124496e-05,0.001955953714072415,0.031578947368421054,0.3339786247227263,0.0022938665576839857,4.307970838537167e-06,4.307970838540895e-06,3,4,1,1,0,0
Ogden,0.00017741817020175158,0.0,0.010526315789473684,0.3806481268673868,0.001657812758605177,5.556330334226582e-05,5.556330334227043e-05,1,2,0,0,0,0
Merlin,0.0003822049568673456,0.0,0.021052631578947368,0.40355750487329434,0.0016958687321657205,0.00011969820665439987,0.00011969820665440005,2,3,0,0,0,0
Blood-Sucking Bugbear,9.804753170666897e-05,0.0,0.010526315789473684,0.3500739801310505,0.0016557839442117635,3.070618313753534e-05,3.070618313753479e-05,1,2,2,2,0,0
Parvati Patil,0.0006591065887501987,0.0,0.021052631578947368,0.40924141339263653,0.0016823007316746185,0.000206415235111313,0.00020641523511131314,2,3,2,2,0,0
Mosag,0.00044048081343357504,0.0014775019780618884,0.021052631578947368,0.4516498500136351,0.001696020621702563,0.00013795165581917718,0.00013795165581917583,2,3,2,2,0,0
Adrian Pucey,0.00041084414775332536,0.02850294215942065,0.042105263157894736,0.4540021929824561,0.0017556978408117398,0.0001286701817407957,0.0001286701817408068,4,4,1,1,0,0
Helena Ravenclaw,0.0003558261061450811,0.006523475712857178,0.021052631578947368,0.44701754385964915,0.0016568769858630434,0.00011143975065875042,0.00011143975065874925,2,2,0,0,0,0
Gladys Gudgeon,0.0004311423668277818,0.02346648107131607,0.021052631578947368,0.45878116343490305,0.0016503930567933881,0.00013502712435277473,0.00013502712435277536,2,2,0,0,0,0
Miranda Goshawk,8.870908510087579e-05,0.0,0.010526315789473684,0.3806481268673868,0.0016101563793025884,2.778165167113291e-05,2.7781651671133716e-05,1,1,0,0,0,0
Terry Boot,8.870908510087579e-05,0.0,0.010526315789473684,0.3806481268673868,0.0016101563793025884,2.778165167113291e-05,2.778165167112342e-05,1,1,0,0,0,0
Skower,0.000342433281726906,0.0,0.010526315789473684,0.44473684210526315,0.0016027366774907996,0.00010724547268164183,0.00010724547268164106,1,1,0,0,6,0
Fluffy,0.00025381055251892843,0.0020353268729528533,0.021052631578947368,0.39802931987503,0.0016471979456664254,7.948799488090173e-05,7.948799488090263e-05,2,2,2,2,0,0
Hermes,7.132792984227351e-05,0.0014690251367330401,0.021052631578947368,0.3677992449478125,0.001651457215381194,2.2338395977030955e-05,2.2338395977030447e-05,2,2,1,1,0,0
Fawcett,5.569217139201821e-07,0.0,0.010526315789473684,0.30910787607316165,0.001962722033879833,1.7441217712484884e-07,1.7441217712814208e-07,1,1,1,1,1,0
Lavender Brown,9.343169939069744e-06,0.0,0.010526315789473684,0.3327038971474488,0.0016327067664480117,2.926065466246969e-06,2.9260654662469822e-06,1,1,0,0,0,0
Martin Miggs,0.0003153417651192661,0.0,0.010526315789473684,0.4054345165238678,0.0016007069000933212,9.875691048251471e-05,9.875691048250879e-05,1,1,0,0,0,0
Demetrius Prod,3.0959328600134965e-99,0.0,0.010526315789473684,0.010526315789473684,0.010416666666666666,7.429470935614829e-22,1.5462482043951877e-18,1,1,5,5,2,1
Z. Nettles,3.0959328600134965e-99,0.0,0.010526315789473684,0.010526315789473684,0.010416666666666666,8.291506893475672e-22,1.3854907487130065e-18,1,1,5,5,2,1
Aurora Sinistra,1.977280847910999e-06,0.0,0.010526315789473684,0.32770083102493075,0.0017136204891678715,6.192519504031449e-07,6.192519504034727e-07,1,1,0,0,0,0
Bloody Baron,0.000342433281726906,0.0,0.010526315789473684,0.44473684210526315,0.0016027366774907996,0.00010724547268164183,0.00010724547268164252,1,1,0,0,7,0
Angus Fleet,3.0959328600134965e-99,0.0,0.010526315789473684,0.010526315789473684,0.010416666666666666,-1.0582564300114904e-21,-2.3668315707101077e-18,1,1,6,6,3,1
Hetty Bayliss,3.0959328600134965e-99,0.0,0.010526315789473684,0.010526315789473684,0.010416666666666666,-1.2691752998293593e-21,-1.9734978523415367e-18,1,1,6,6,3,1
