name,eigen_centrality,betweenness_centrality,degree_centrality,closeness_centrality,pagerank,hub,authority,degree,weighted_degree,louvain,leiden,girvan_newman,spectral
Harry Potter,0.6264031015111432,0.16332764085787377,0.7747747747747747,0.8104759034127064,0.2109743959122123,0.16648203188737748,0.16648203188737762,172,13703,0,0,0,0
Ronald Weasley,0.4718806499042872,0.12233011931552296,0.5495495495495496,0.6855912516289874,0.08024869831332078,0.12540734178624074,0.12540734178624074,122,5396,2,0,0,0
Hermione Granger,0.47385653849133913,0.08811941250909278,0.5315315315315315,0.6749783839567121,0.08103889875422257,0.12593267575017822,0.12593267575017816,118,5463,2,0,0,0
Sirius Black,0.149851607857662,0.023644644960577554,0.2747747747747748,0.5707277958586859,0.02777613829325744,0.0398243936873195,0.039824393687319506,61,1842,0,1,0,0
Dolores Umbridge,0.1554513126655817,0.03181842497757323,0.3018018018018018,0.5752454301266966,0.02813924140395099,0.04131264559131204,0.04131264559131205,67,1907,0,2,0,0
Albus Dumbledore,0.13474133011581685,0.04581553716827796,0.3153153153153153,0.5860699409086506,0.027207249908701076,0.03580857117943051,0.035808571179430475,70,1772,0,2,0,0
Cho Chang,0.11308391086711135,0.021974556140199383,0.18468468468468469,0.5190905190905191,0.015172571352188649,0.030052851011875464,0.03005285101187545,41,1040,0,0,0,0
Severus Snape,0.09534299210213949,0.017588531952715647,0.17117117117117117,0.524081774081774,0.014930581180430981,0.02533808998518173,0.025338089985181722,38,1037,0,1,0,0
Fred Weasley,0.0844493863552096,0.02915080627803097,0.28378378378378377,0.5677552552552552,0.022882597849214,0.022443722073946695,0.022443722073946692,63,1467,1,4,0,0
George Weasley,0.08445926382917393,0.039800511574244024,0.25675675675675674,0.5575908389207622,0.022136359819697884,0.022446140530425564,0.022446140530425554,57,1451,1,4,0,0
Neville Longbottom,0.09754116801889257,0.010262284898853601,0.22072072072072071,0.5396485594505397,0.016487930240825316,0.025922479475748127,0.025922479475748127,49,1108,4,0,0,0
Rubeus Hagrid,0.11270267902239547,0.05807019605418784,0.21171171171171171,0.5330513887971101,0.019842333234565017,0.029952185383966438,0.029952185383966448,47,1187,2,0,0,0
Tom Riddle,0.0796703219195013,0.05549116839253085,0.24324324324324323,0.5604576298663703,0.013774948121000871,0.021173070548340372,0.021173070548340403,54,892,0,2,0,0
Molly Weasley,0.06683252125952102,0.030372969545134364,0.16666666666666666,0.5291699466456747,0.013441987314894996,0.01776148433343627,0.017761484333436266,37,823,1,1,0,0
Dobby,0.0397176377322307,0.0158244614417768,0.10810810810810811,0.5011908460184322,0.00549090788848253,0.010555180034588402,0.010555180034588399,24,337,0,0,0,0
Ginevra Weasley,0.08433271695835501,0.06078423875170449,0.27927927927927926,0.5707277958586859,0.01721456864551131,0.022412771045718673,0.022412771045718694,62,1133,2,0,0,0
Draco Malfoy,0.04603790776234892,0.03051694147420761,0.22522522522522523,0.545045045045045,0.010948682797768708,0.012235029964119095,0.012235029964119097,50,679,3,3,0,0
