name,eigen_centrality,betweenness_centrality,degree_centrality,closeness_centrality,pagerank,hub,authority,degree,weighted_degree,louvain,leiden,girvan_newman,spectral
Helga Hufflepuff,0.00350883814766254,0.012749138566078589,0.10482180293501049,0.478753553514,0.002076695931471694,0.0010013278278755541,0.0010013278278755556,50,333,2,2,0,0
Rowena Ravenclaw,0.0032714088537109673,0.012689240595940092,0.09853249475890986,0.4757644574462747,0.001839159351555005,0.000933576176774567,0.0009335761767745668,47,321,2,2,0,0
Charles Weasley,0.00446306288756328,0.009055637640896499,0.052410901467505246,0.46511662625215666,0.001632364859150391,0.0012736141359436658,0.0012736141359436666,25,344,3,3,0,0
Mykew Gregorovitch,0.0027318603461777523,0.00042823981473897135,0.023060796645702306,0.4447564626516245,0.0007530187743914963,0.0007796133969657318,0.0007796133969657351,11,140,1,0,0,0
Pigwidgeon,0.0035984724124733043,0.0037018318016031073,0.04821802935010482,0.45268281545135647,0.0009365172090469298,0.0010268969136959692,0.0010268969136959696,23,188,1,0,0,0
Arabella Figg,0.00222932136571834,0.000747364582884104,0.020964360587002098,0.442603720818848,0.0007631491384815739,0.000636209367320662,0.000636209367320661,10,136,5,5,0,0
Ernest Macmillan,0.0029143476493210907,0.005467939198860083,0.07547169811320756,0.4637014641033164,0.0015788183372327403,0.0008316805179707084,0.0008316805179707081,36,246,2,2,0,0
Lee Jordan,0.0029565972837079946,0.007589499368505767,0.08385744234800839,0.4718365775086378,0.0012906338132711523,0.0008437272846993764,0.0008437272846993677,40,285,3,3,0,0
Mrs Norris,0.0031956663095123196,0.0038718733537780915,0.041928721174004195,0.4581258953966634,0.0009441856131590147,0.0009119483359123844,0.0009119483359123914,20,210,0,8,0,0
Grawp,0.0032387630228709052,0.0008244230870295028,0.029350104821802937,0.4495670045288791,0.000824399448153393,0.0009242498520093551,0.000924249852009353,14,166,1,0,0,0
Gellert Grindelwald,0.0019477083325982487,0.0016395801549119167,0.041928721174004195,0.4549349687620597,0.0011311872888362037,0.0005558147109152831,0.0005558147109152834,20,206,6,4,0,0
Amos Diggory,0.002171812492088306,0.0016953707972571694,0.033542976939203356,0.44780572341417235,0.0008667363550428971,0.0006197923750436283,0.0006197923750436283,16,137,0,1,0,0
Cole,0.0008922794917381393,0.0003168323590997652,0.010482180293501049,0.4350234477696194,0.0007222155468135997,0.00025461893027048463,0.0002546189302704844,5,94,0,1,0,0
Hepzibah Smith,0.0006119790566265428,0.00020209230278829613,0.016771488469601678,0.4362687438987309,0.0009499721807609776,0.00017463949613207388,0.00017463949613207383,8,112,0,1,0,0
Justin Finch-Fletchley,0.0018762474673620314,0.009787707652560809,0.06289308176100629,0.462294887366906,0.0007945061149881075,0.0005354504696203239,0.000535450469620325,30,115,2,2,0,0
Pansy Parkinson,0.003285800304350881,0.006960399008907585,0.06708595387840671,0.46893296780089233,0.00118286555299331,0.0009376659021977495,0.0009376659021977507,32,246,4,2,0,0
Eileen Prince,0.0026255231228354946,0.0006703130227616887,0.029350104821802937,0.4522350579682196,0.0007536885933075095,0.000749252521684943,0.000749252521684945,14,114,1,0,0,0
Cassandra Trelawney,0.0007035512469079634,0.0037509827953440644,0.01886792452830189,0.44693024790407626,0.0005496903272138214,0.00020077058111763108,0.00020077058111763125,9,73,1,0,0,0
Firenze,0.0034068258942990073,0.0002685917253074888,0.03563941299790357,0.4522350579682196,0.0009514270577320398,0.0009721957180902871,0.0009721957180902877,17,205,1,0,0,0
Pomona Sprout,0.002685338301471213,0.004161203338602428,0.06708595387840671,0.4708647205003811,0.0010510277659552592,0.0007663143985564944,0.0007663143985565009,32,220,2,2,0,0
Barry Ryan,0.0006959031161408851,0.014796460310400376,0.04821802935010482,0.45268281545135647,0.0010224196758888571,0.00019859565279701477,0.00019859565279701388,23,104,0,1,0,0
Blaise Zabini,0.0017053875772316863,0.0029850432650017065,0.041928721174004195,0.4504528508432217,0.0009602946552206577,0.0004866816594536982,0.00048668165945369866,20,165,4,2,0,0
Mark Evans,0.0015121461502148616,0.0034272149686635643,0.060796645702306085,0.4618279228342121,0.001096616318329951,0.00043151990024001497,0.0004315199002400125,29,214,0,1,0,0
Helena Ravenclaw,0.0013613080368407055,0.001027479180734065,0.01886792452830189,0.43878084799027833,0.0005346562528956251,0.0003884957487093418,0.00038849574870934456,9,66,2,4,0,0
Morfin Gaunt,0.00111017417586748,0.00010948761838088935,0.020964360587002098,0.4362687438987309,0.0010430542303613386,0.0003168138579692123,0.00031681385796921097,10,139,0,1,0,0
Kendra Dumbledore,0.0018298959515157423,0.0016848954574783912,0.03773584905660378,0.4531314604617146,0.0008045007118996026,0.0005222072413479244,0.0005222072413479292,18,112,6,4,0,0
Merope Riddle,0.0005458852927505135,0.0,0.008385744234800839,0.4329636776570739,0.0005568610759117225,0.00015577271500985635,0.00015577271500985646,4,72,0,1,0,0
Zacharias Smith,0.0019063739398210754,0.005373958808487718,0.05450733752620546,0.46089681815107864,0.0008450516200738374,0.0005440273653347501,0.00054402736533475,26,134,2,2,0,0
Errol,0.0021315496517855183,0.0013406602887087219,0.02725366876310273,0.4434623119358584,0.0006063582879601714,0.00060826354427629,0.0006082635442762902,13,94,1,0,0,0
Alicia Spinnet,0.0012787981972640493,0.004454188241438009,0.08385744234800839,0.46417222701103555,0.0013565376431249215,0.0003649360129046413,0.00036493601290463825,40,216,2,2,0,0
Bob Ogden,0.0003108195583071254,0.0,0.010482180293501049,0.4329636776570739,0.0006101574747510369,8.869838105563606e-05,8.86983810556327e-05,5,58,0,1,0,0
Corban Yaxley,0.0019748845535559677,0.010568771157500906,0.04612159329140461,0.4590458269135241,0.0009841828694104133,0.0005635756279815917,0.0005635756279815901,22,139,0,1,0,0
Aragog,0.002132069096094749,0.0005296667464340587,0.020964360587002098,0.44824474863320585,0.000643119975944232,0.0006084232714542754,0.0006084232714542766,10,111,1,0,0,0
Muriel,0.0017935893452603522,0.0038166173490559218,0.060796645702306085,0.4674945231143865,0.0010843855255786147,0.0005118402992872393,0.0005118402992872394,29,169,6,4,0,0
Nicolas Flamel,0.002412394584179566,0.005941317170164622,0.025157232704402517,0.44868463553078514,0.0010131058410061823,0.0006884162696979346,0.0006884162696979377,12,104,1,0,0,0
Penelope Clearwater,0.0003890024209057996,0.0,0.014675052410901468,0.43962465731333655,0.0005737862386081793,0.00011101032600731902,0.00011101032600731973,7,72,3,3,0,0
Rosmerta,0.001098226186021524,0.008777352865305175,0.041928721174004195,0.46136190071228056,0.0006012267653004238,0.00031339991276120674,0.00031339991276120664,20,92,0,1,0,0
Mary Cattermole,0.0016197746334268297,9.140383940093532e-05,0.02725366876310273,0.4400477801788932,0.0013156389659627866,0.00046224145509669325,0.0004622414550966909,13,113,8,0,0,0
Arcturus Black III,0.0007314287494233532,0.0008899864181168901,0.016771488469601678,0.4408964740654484,0.0005713107102230991,0.00020872686262684615,0.0002087268626268469,8,72,0,1,0,0
Ted,0.0013025927898236988,0.003218522267629882,0.039832285115303984,0.4549349687620597,0.0009068349161253133,0.0003717325670204754,0.00037173256702047387,19,99,0,4,0,0
Bane,0.0014496149376116978,4.130327163214599e-06,0.020964360587002098,0.44693024790407626,0.0007049471827113526,0.0004136847148049484,0.00041368471480494884,10,89,1,0,0,0
Albus Potter,0.0013254207823812376,0.0005803175111697827,0.033542976939203356,0.44780572341417235,0.0009494772711904627,0.0003782453364428724,0.0003782453364428719,16,112,3,3,0,0
Demelza Robins,0.0017147760904711526,0.0007093524582308619,0.031446540880503145,0.44868463553078514,0.0006248070867823055,0.0004893462186096602,0.0004893462186096599,15,91,2,3,0,0
Gringotts Head Goblin,0.001515156990941245,0.0044189634988973615,0.029350104821802937,0.45089708442393495,0.0005548854855876739,0.0004323833752881681,0.0004323833752881681,14,74,1,0,0,0
Stanley Shunpike,0.0015434127032308328,0.0013525533514944013,0.029350104821802937,0.44912538664623775,0.0005601455309482697,0.0004404469253745899,0.00044044692537459004,14,74,1,0,0,0
Marcus Flint,0.001152919373503572,0.005439217772185939,0.052410901467505246,0.45538809124090635,0.0007396231007117807,0.00032901900971125497,0.0003290190097112497,25,128,2,2,0,0
Tofty,0.0009094052095586294,0.00034319541377775525,0.010482180293501049,0.4272987323419346,0.0004453240195843734,0.0002595316324314399,0.0002595316324314414,5,32,1,0,0,0
Roger Davies,0.0014344940910118757,0.0011199733330769322,0.04612159329140461,0.4531314604617146,0.0006904451812257699,0.00040936517318643613,0.0004093651731864396,22,118,3,3,0,0
Padma Patil,0.002014115103396758,0.0029038803137500773,0.04821802935010482,0.45538809124090635,0.0010755430061133078,0.0005747579655705056,0.0005747579655705058,23,147,2,2,0,0
Dedalus Diggle,0.00091062118680721,0.0030314360474207867,0.029350104821802937,0.4350234477696194,0.000655153174189925,0.0002598774136392675,0.00025987741363926254,14,54,5,5,0,0
Cuthbert Binns,0.0021013350990601075,0.003786826892339242,0.03773584905660378,0.44868463553078514,0.0005939637711240102,0.000599649442625511,0.0005996494426255123,18,96,1,0,0,0
Elphias Doge,0.0011356921124166422,0.008530747531687519,0.033542976939203356,0.45268281545135647,0.0008741059298177502,0.0003240989634654559,0.00032409896346545644,16,108,6,4,0,0
Fluffy,0.001677064203240331,9.940787660069793e-05,0.023060796645702306,0.44780572341417235,0.0005901598347248929,0.00047858069219347484,0.00047858069219347484,11,94,1,0,0,0
Nagini,0.0009229118895012025,0.00025495217995263983,0.012578616352201259,0.4325540620679943,0.00048519851010334373,0.0002633815274456097,0.0002633815274456098,6,54,0,1,0,0
Piers Polkiss,0.0005392265491755497,0.0026534274245484804,0.014675052410901468,0.4293048296768732,0.0007303361811342593,0.00015388670630826567,0.00015388670630826564,7,47,5,5,0,0
Will,0.001367644507650181,0.006838336253251954,0.052410901467505246,0.46511662625215666,0.0006411927448025682,0.00039028387145272704,0.0003902838714527277,25,92,0,1,0,0
Bogrod,0.0015187577767069834,0.0,0.010482180293501049,0.4354377558151143,0.000574775032600174,0.0004334052040081016,0.00043340520400810185,5,69,1,0,0,0
Travers,0.0012876361007493732,0.00953467365683427,0.03563941299790357,0.4451895263932522,0.000874098290016471,0.00036745460619514234,0.00036745460619514147,17,72,1,0,0,0
Blast-Ended Skrewt,0.0008371410322539203,0.0011867194871982715,0.012578616352201259,0.4379402716531322,0.00042452783778644597,0.00023890521751948637,0.00023890521751948626,6,37,1,0,0,0
Michael Corner,0.0016070086384607199,0.00022891199607353877,0.039832285115303984,0.4549349687620597,0.0009022106113563265,0.00045857744217078913,0.00045857744217078864,19,139,2,2,0,0
Antonin Dolohov,0.0010629216222474817,0.014718574129422327,0.07337526205450734,0.46511662625215666,0.0008750109757289536,0.0003033307416110799,0.0003033307416110786,35,96,0,1,0,0
Harper,0.0007446790696367996,0.0,0.012578616352201259,0.4301125527806868,0.0004536453033834215,0.00021252003452398684,0.00021252003452398494,6,40,2,2,0,0
Bertha Jorkins,0.0008898720191590415,0.0034749101702861826,0.039832285115303984,0.459507179503387,0.0007631040231991306,0.0002539488668245171,0.0002539488668245067,19,119,0,1,0,0
Cadogan,0.000864727531041111,0.00218724110122121,0.01886792452830189,0.4430326003932849,0.00041894901172747376,0.00024677550716733696,0.0002467755071673367,9,35,1,0,0,0
Ignotus Peverell,0.0011020033959605884,0.009423231208911179,0.025157232704402517,0.4473675573442955,0.0010680355057514127,0.00031448191002752293,0.00031448191002752347,12,77,2,2,0,0
Bartemius Crouch Junior,8.45145622209237e-05,0.007915332570443452,0.023060796645702306,0.44693024790407626,0.0007629788861956315,2.4117235672329687e-05,2.4117235672331086e-05,11,54,0,1,0,0
Mungo Bonham,0.001251179225928292,0.021346016241844318,0.08176100628930819,0.4762600454227813,0.0010431536947492384,0.0003570486719168856,0.0003570486719168866,39,123,3,3,0,0
Herbert Chorley,4.844343034773766e-06,0.0,0.006289308176100629,0.3342175757352851,0.0006519872803352063,1.3823191590777238e-06,1.3823191590810126e-06,3,40,0,1,0,0
Snatchers,0.0012289697209071778,0.00036232012854151913,0.020964360587002098,0.4421756707987137,0.0005246998340510034,0.00035070490556452665,0.00035070490556452736,10,61,1,0,0,0
